id,title,year,concepts,referenced_works,primary_topic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2115852450,The Senescence-Associated Secretory Phenotype: The Dark Side of Tumor Suppression,2010,"['Senescence', 'Phenotype', 'Proinflammatory cytokine', 'Cell biology', 'Secretion', 'Biology', 'Malignant transformation', 'Mechanism (biology)', 'Cellular senescence', 'Tumor progression', 'Tumor microenvironment', 'Cancer research', 'Tumor cells', 'Immunology', 'Inflammation', 'Endocrinology', 'Genetics', 'Gene', 'Epistemology', 'Philosophy']","['W1965037168', 'W1945598588', 'W1966501740', 'W1967060514', 'W2034092805', 'W2080769506', 'W1982395176', 'W2067117191', 'W2150740687', 'W2060632243', 'W2154799239', 'W2004273407', 'W2001733842', 'W2128488838', 'W2044341880', 'W2131078803', 'W2166223410', 'W2087481162', 'W2010417927', 'W1970924670', 'W2051379856', 'W2104908670', 'W4239524546', 'W2110934787', 'W1963842583', 'W2024209230', 'W2133425142', 'W2017919550', 'W2022572059', 'W2121966499', 'W2162113821', 'W2044729521', 'W1986014209', 'W2129404018', 'W2147355061', 'W2124349235', 'W2005248738', 'W2045264627', 'W1966645907', 'W2148638433', 'W2018399890', 'W1991597167', 'W2085444106', 'W2135717026', 'W2123603820', 'W2022399469', 'W1981272964', 'W2135829603', 'W2020573317', 'W2043875133', 'W2139473917', 'W2086483797', 'W2004205775', 'W1976536646', 'W2162118018', 'W2090938988', 'W2062400207', 'W2111605518', 'W176506177', 'W2150046477', 'W2116054786', 'W2063974504', 'W2086312306', 'W2004878760', 'W2013667986', 'W1994297182', 'W2085701175', 'W2075600855', 'W2109491971', 'W2138788396', 'W1977361069', 'W2116941878', 'W2160149903', 'W2161080185', 'W1589735741', 'W2082921795', 'W2080717926', 'W2162797616', 'W2128668256', 'W2091369486', 'W2057254600', 'W2132290892', 'W2014971932', 'W2092565468', 'W2049648369', 'W2142831855', 'W2035002974', 'W2080017184', 'W2121868376', 'W1978888457', 'W2030444383', 'W2028894894', 'W2038164081', 'W2102088119', 'W2166665077', 'W2133468132', 'W2072136800', 'W2128692286', 'W2101861123', 'W2134390575', 'W1985762385', 'W2044779040', 'W2069701438', 'W1968867124', 'W2061619522', 'W2124614845', 'W2158713934', 'W2027931017', 'W2081143567', 'W2041036994', 'W2084289371', 'W2065564965', 'W1482964233', 'W2171317581', 'W2142205521', 'W2137459844', 'W1998616828', 'W1997032085', 'W2090788158', 'W2087677309', 'W2112475965', 'W2116842394', 'W2154432562', 'W2096216039', 'W2156889170', 'W183719174', 'W1953191479', 'W2085498425', 'W2063270450', 'W2077523827', 'W2136390065', 'W2010463369', 'W193538564', 'W2163822319', 'W2412300367', 'W2095354110', 'W1986986419', 'W1983591605', 'W2049759529', 'W1978116541', 'W2076583198', 'W2047501409', 'W1924003041', 'W1980584100', 'W2127449951', 'W2157962067', 'W2002292653', 'W2058769115', 'W2023486531', 'W2025977492', 'W2079742382']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2170121306,Global Biodiversity: Indicators of Recent Declines,2010,"['Biodiversity', 'Environmental science', 'Natural resource economics', 'Business', 'Biology', 'Ecology', 'Economics']","['W2060047448', 'W2134045777', 'W1942653162', 'W2108764405', 'W2012529119', 'W2015911928', 'W2084967913', 'W2115576205', 'W1980977377', 'W2125758830', 'W2026044415', 'W2500644394', 'W2006501743', 'W2104462056', 'W2008942529', 'W2154735712', 'W2123880245', 'W2101811024', 'W2529663620', 'W2112499352', 'W2058717674', 'W2111468822', 'W4285719527', 'W641944307', 'W2181552524']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2049491375,The immune contexture in human tumours: impact on clinical outcome,2012,"['Immune system', 'Chemokine', 'Lymphatic system', 'Context (archaeology)', 'Immunology', 'Biology', 'Cancer research', 'Paleontology']","['W2121626779', 'W2062889582', 'W2004630197', 'W1642873092', 'W2142300779', 'W2170137783', 'W2189583961', 'W2117692326', 'W2154697747', 'W2159675211', 'W2169589032', 'W2046182607', 'W2123105952', 'W2110252240', 'W2153932922', 'W1490524111', 'W2148605435', 'W2150678612', 'W2140633375', 'W2116576993', 'W2144385234', 'W1993211204', 'W2122656254', 'W2157620815', 'W2114850139', 'W2006863065', 'W2062936534', 'W2145507690', 'W2053934419', 'W1971347729', 'W2042965540', 'W2158920133', 'W2135398071', 'W2049910239', 'W177360280', 'W2098969957', 'W2108592152', 'W2139108492', 'W2128640763', 'W2140683554', 'W2171775292', 'W1555993773', 'W2099113429', 'W2049094526', 'W2116378201', 'W1964081894', 'W1993349395', 'W1963939177', 'W1981851073', 'W2013224779', 'W2139806485', 'W2130401210', 'W2141436376', 'W2047846334', 'W1863751964', 'W1977763841', 'W1969900447', 'W2057831959', 'W1497429764', 'W2130085747', 'W2071398310', 'W2140948050', 'W2146146786', 'W2019090872', 'W1895813995', 'W2157824068', 'W2124640147', 'W2120742047', 'W2028236537', 'W2089966509', 'W2157058802', 'W2017251888', 'W4313344593', 'W2051074253', 'W2015825148', 'W2126481441', 'W2138899068', 'W2046560134', 'W2095864883', 'W2115420093', 'W2069087118', 'W2061821646', 'W2167973264', 'W2318548309', 'W2035530476', 'W2142940604', 'W2031681802', 'W2097995306', 'W2069274376', 'W2102812790', 'W1999105463', 'W2047902191', 'W1987446429', 'W2046507292', 'W2111656053', 'W2066471812', 'W4255758041', 'W2088658776', 'W2132923173', 'W2137545053', 'W2155846302', 'W2054149360', 'W1980351020', 'W1564321848', 'W2114101532', 'W2083574998', 'W2078197336', 'W1580306313', 'W2068716043', 'W7073540222', 'W2075142832', 'W1991350566', 'W1970580356', 'W36431963', 'W2120338564', 'W2140905796', 'W2134138358', 'W2101824635', 'W2053029785', 'W1983012273', 'W2093773243', 'W2137074525', 'W1827409858', 'W2105459360', 'W2136313650', 'W1868820697', 'W2011307630', 'W2048607324', 'W1966768211', 'W2114738049', 'W2073582934', 'W2170394385', 'W2075003037', 'W2103833855', 'W2166146826', 'W2129728624', 'W2140633397', 'W1976500156', 'W1980920767', 'W2032004084', 'W2048391970', 'W2013183060', 'W2055176101', 'W2096151993', 'W2050261429', 'W2095724207', 'W2036519065', 'W1757498404', 'W2011143480', 'W2085332471', 'W2071478196', 'W2196944733', 'W2084411099', 'W2015466920', 'W2071793654', 'W2123149440', 'W2089220120', 'W2032831781', 'W2011445291', 'W2046609236', 'W2056998032', 'W2078439148', 'W2079548788', 'W2149336558', 'W2159116335', 'W1671303976', 'W2049029511', 'W1982062359', 'W1975313034', 'W2149003918', 'W2006335944', 'W2161338940', 'W1964945938', 'W2139541665', 'W2335648076', 'W1996073882']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2143625465,Host–microbe interactions have shaped the genetic architecture of inflammatory bowel disease,2012,"['Inflammatory bowel disease', 'Host (biology)', 'Disease', 'Inflammatory Bowel Diseases', 'Genetic architecture', 'Biology', 'Medicine', 'Genetics', 'Pathology', 'Gene', 'Phenotype']","['W2004608617', 'W1980725116', 'W2106779017', 'W2047208232', 'W2148512105', 'W2131249054', 'W2110808585', 'W2148564836', 'W2117446594', 'W2082066722', 'W1656122371', 'W2017862803', 'W2061314812', 'W2162721157', 'W2104497596', 'W2164500783', 'W1588874156', 'W2111634384', 'W2060705109', 'W2140742732', 'W2090808827', 'W2043842514', 'W2091901410', 'W2139487710', 'W2080460005', 'W1996491681', 'W2091015733', 'W2108135154', 'W2116552560', 'W2127641390']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2165835468,Clustering by fast search and find of density peaks,2014,"['Cluster analysis', 'Maxima', 'Cluster (spacecraft)', 'Measure (data warehouse)', 'Maxima and minima', 'Series (stratigraphy)', 'Mathematics', 'Statistical physics', 'Computer science', 'Data point', 'Statistics', 'Data mining', 'Algorithm', 'Physics', 'Biology', 'Mathematical analysis', 'Art', 'Programming language', 'Paleontology', 'Art history', 'Performance art']","['W2153233077', 'W2165232124', 'W2016381774', 'W2011430131', 'W2498094064', 'W2164500538', 'W2022686119', 'W2295256067', 'W2130473611', 'W1841961408', 'W2125464731', 'W2132377940', 'W2162506329', 'W2150734399', 'W2130623086', 'W2065919348', 'W2070676247', 'W1607563139', 'W2002041442', 'W1493454437', 'W2999729612', 'W2117853077']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2036176224,DNA targeting specificity of RNA-guided Cas9 nucleases,2013,"['Guide RNA', 'Cas9', 'CRISPR', 'Biology', 'Nuclease', 'Genome editing', 'RNA', 'Computational biology', 'Subgenomic mRNA', 'Genome', 'DNA', 'Genetics', 'Genome engineering', 'Gene']","['W2064815984', 'W2000046950', 'W2170039745', 'W2003171404', 'W2153344788', 'W2123746851', 'W2001497035', 'W1976391205', 'W2077379243', 'W2138993899', 'W2120503144', 'W2045435533', 'W137643597', 'W2024651141', 'W2124509992', 'W2130205610', 'W2112006537', 'W2025074364', 'W2138231299', 'W2327251992', 'W2008553597', 'W2051395442', 'W2116565356', 'W2130069008', 'W2082131511', 'W2023549082', 'W2160051211', 'W7009171728', 'W1990319434']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2474747771,The GeneCards Suite: From Gene Data Mining to Disease Genome Sequence Analyses,2016,"['Suite', 'Compendium', 'Computational biology', 'Ensembl', 'Genome', 'Pipeline (software)', 'Computer science', 'Gene', 'Human genome', 'Exome', 'Genomics', 'Biology', 'Genetics', 'Phenotype', 'Exome sequencing', 'Programming language', 'Archaeology', 'History']","['W2101284218', 'W2170637386', 'W2297993206', 'W2115746733', 'W2052250375', 'W4237629094', 'W4230266413', 'W2047418122', 'W2335512083', 'W2915667579', 'W2119412782', 'W2101114896', 'W2018838463', 'W1902679896', 'W1894267660', 'W1607026529', 'W2148499186', 'W2158209897', 'W2146980885', 'W2080918380', 'W2468887307', 'W2059271652', 'W2109108939']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W3022285953,A SARS-CoV-2 protein interaction map reveals targets for drug repurposing,2020,"['Drug repositioning', 'Coronavirus', 'Druggability', 'Repurposing', 'Virology', 'Drug', 'Drug discovery', 'Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)', 'Biology', 'Pharmacology', 'Medicine', 'Computational biology', 'Coronavirus disease 2019 (COVID-19)', 'Bioinformatics', 'Disease', 'Infectious disease (medical specialty)', 'Gene', 'Genetics', 'Ecology', 'Pathology']","['W3003217347', 'W3001465255', 'W3001897055', 'W2306794997', 'W3008491765', 'W3000413850', 'W3014708904', 'W3009912996', 'W2060295594', 'W3003464757', 'W311927316', 'W2023124677', 'W1996076856', 'W3026002191', 'W3006476224', 'W3009584253', 'W2950512597', 'W2919573452', 'W2886931860', 'W2125525438', 'W2992289201', 'W2083897424', 'W2156948997', 'W2171167766', 'W2758094822', 'W2559991600', 'W2133422078', 'W2953394889', 'W2038062029', 'W2153593258', 'W2011766905', 'W2885573416', 'W2953886398', 'W2518706921', 'W2771361969', 'W2133416744', 'W1971214320', 'W2904824676', 'W2242410361', 'W1984620273', 'W2076194625', 'W3001038414', 'W2123647733', 'W1979404155', 'W2196232857', 'W2954467291', 'W1982352150', 'W3016805625', 'W3017312007', 'W1964015794', 'W2986115017', 'W1982559408', 'W2158812536', 'W2171291163', 'W2431193407', 'W2160678789', 'W2152770371', 'W2912990441', 'W2784155653', 'W2080752012', 'W2170776626', 'W1715451660', 'W4243979784', 'W2159675211', 'W1611787727', 'W2023010129', 'W2537132940', 'W2151581834', 'W2131417105', 'W2029476353', 'W2127322768', 'W2558999090', 'W1757990252', 'W2949926789', 'W2058835307', 'W3003637715', 'W1986533523', 'W2034475831', 'W2898402099', 'W2896681387', 'W2256756668', 'W2742420066', 'W3217730596', 'W2148043260', 'W2886432125']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2028897202,Regulation of cancer cell metabolism,2011,"['Warburg effect', 'Carcinogenesis', 'Biology', 'Cancer', 'Cancer cell', 'Oncogene', 'Metabolism', 'Metabolic pathway', 'Tumor microenvironment', 'Cell metabolism', 'Cell', 'Cancer research', 'Genetics', 'Cell cycle', 'Biochemistry']","['W2059300459', 'W2121906867', 'W2040827479', 'W2097259163', 'W1972806358', 'W2116263694', 'W2072451938', 'W1518750032', 'W2069466069', 'W2436580327', 'W2043436613', 'W2109048721', 'W1982330633', 'W2130503287', 'W2159194061', 'W2043680485', 'W6641135097', 'W2066655532', 'W2112269002', 'W2038009564', 'W2163471981', 'W2077223675', 'W2019789647', 'W2121727754', 'W1966430836', 'W2080411308', 'W1975964180', 'W2416484498', 'W2108812570', 'W2080100938', 'W1970744454', 'W2050980183', 'W2073422719', 'W1991421091', 'W2057199368', 'W2005828644', 'W2035983112', 'W2027705428', 'W2033958147', 'W2041608387', 'W2005619963', 'W2018971639', 'W2091068407', 'W2069224399', 'W2157230165', 'W2105250121', 'W2092627144', 'W2124966133', 'W2011132777', 'W1259305023', 'W2044874695', 'W2117275311', 'W2052498320', 'W2134964552', 'W2116651275', 'W1993376998', 'W2085331940', 'W2030031350', 'W1991510903', 'W1981079102', 'W2119239003', 'W2067751798', 'W2062515127', 'W2149245359', 'W2028673703', 'W1975239073', 'W2058650387', 'W2320829700', 'W2112371447', 'W1995444593', 'W1590732591', 'W2015207840', 'W2048255587', 'W1261820867', 'W2027895734', 'W2155905886', 'W2134061682', 'W2126817554', 'W2159731673', 'W1995675594', 'W1964150693', 'W2080452140', 'W2160300695', 'W2039945243', 'W2166499489', 'W2067138633', 'W2005478135', 'W2143182501', 'W3022059932', 'W2064217559', 'W2019906376', 'W1969690844', 'W1978631786', 'W2166280494', 'W2104251051', 'W2048569323', 'W2079705176', 'W2100628426', 'W2080157553', 'W1973785682', 'W2132399579', 'W2118936759', 'W2047379648', 'W2150527694', 'W2147785354', 'W2077644294', 'W2083659501', 'W2080155284', 'W1972779889', 'W2052830369', 'W1993238109', 'W2012112859', 'W6718539822', 'W2160681852', 'W2078312014', 'W2118621169', 'W2130397713', 'W2152165298', 'W2073955447', 'W65546898', 'W1483212110', 'W2053387982', 'W2055255976', 'W2074873270', 'W1996365670', 'W2169609073', 'W2125877121', 'W4248952477', 'W1989908520', 'W2012276721', 'W2102416115', 'W2066379425', 'W1978301900', 'W1998750778', 'W2082776359', 'W2126530235', 'W2128327076', 'W2106958893', 'W2145502867', 'W2161128788', 'W2160159824', 'W2017007251', 'W1957137659', 'W2028187888', 'W1970990976']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2103783427,Mendelian randomization: genetic anchors for causal inference in epidemiological studies,2014,"['Mendelian randomization', 'Confounding', 'Causal inference', 'Observational study', 'Causality (physics)', 'Epidemiology', 'Concordance', 'Inference', 'Genetic epidemiology', 'Causation', 'Population', 'Medicine', 'Computer science', 'Biology', 'Bioinformatics', 'Artificial intelligence', 'Genetic variants', 'Genetics', 'Pathology', 'Environmental health', 'Political science', 'Law', 'Gene', 'Physics', 'Genotype', 'Quantum mechanics']","['W2113981951', 'W2035909628', 'W2099817335', 'W2048760408', 'W2098314489', 'W2318785140', 'W1564669788', 'W2106036991', 'W2087978644', 'W2102011776', 'W2151034010', 'W1972696558', 'W2058224718', 'W2325761966', 'W2058341652', 'W2116908385', 'W1596038729', 'W2169823945', 'W2137796179', 'W2042461795', 'W2139957955', 'W2143727405', 'W2148509766', 'W2103822713', 'W2087419708', 'W2137271830', 'W2019055517', 'W2151872224', 'W86501616', 'W2077646289', 'W2032490269', 'W1996339464', 'W2077723503', 'W1996299724', 'W2097660065', 'W2168210202', 'W2113298088', 'W2147882394', 'W2123005049', 'W2102138560', 'W2154217384', 'W2149915402', 'W2136119836', 'W2074381617', 'W2118008714', 'W2162204400', 'W72392028', 'W2086230519', 'W2141122054', 'W2113219354', 'W2098597355', 'W2147841289', 'W1983321056', 'W2133036419', 'W2052518513', 'W2117706634', 'W1998096270', 'W2100532651', 'W2324387650', 'W1987959788', 'W2080587684', 'W2028469563', 'W2106089582', 'W2330766430', 'W2101605059', 'W2102309722', 'W2100552707', 'W2048581231', 'W2104895625', 'W2031403388', 'W2153118028', 'W2163969089', 'W2138842039', 'W2106379479', 'W2026534761', 'W2160759928', 'W1981831435', 'W2101114811', 'W2027596745', 'W2093053972', 'W1991838121', 'W3104090091', 'W2142995921', 'W1976844911', 'W2159738130', 'W1588039666', 'W2104278634', 'W2020163229', 'W2097040757', 'W2143499400', 'W3028418616', 'W2883396818']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2189116376,The antibiotic resistance crisis: part 1: causes and threats.,2015,"['Antibiotics', 'Antibiotic resistance', 'Intensive care medicine', 'Medicine', 'Drug resistance', 'Microbiology', 'Biology']","['W4237549879', 'W1994686596', 'W2111604015', 'W1974665820', 'W2410386337', 'W2043000592', 'W2065674448', 'W2104843155', 'W2154273408', 'W2001330064', 'W2169054220', 'W1999055779', 'W1996397096', 'W2158696212', 'W2168779692', 'W2087996087', 'W2096369133']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2015050458,Sox9 Modulates Proliferation and Expression of Osteogenic Markers of Adipose-Derived Stem Cells (ASC),2013,"['Integrin', 'Cell biology', 'Extracellular matrix', 'Laminin', 'Cell adhesion', 'Collagen receptor', 'Cell adhesion molecule', 'Chemistry', 'Biology', 'Disintegrin', 'Fibronectin', 'Receptor', 'Cell', 'Biochemistry', 'Matrix metalloproteinase', 'Metalloproteinase']","['W2077559627', 'W1975853332', 'W2096254388', 'W1963690512', 'W2049157134', 'W2039404029', 'W2046656061', 'W2062455488', 'W2015050458', 'W2004391147', 'W2156681756', 'W2073002574', 'W2232407802', 'W2142256883', 'W1597992669', 'W2098067206', 'W2020484263', 'W2095824876', 'W2049254268', 'W2799916226', 'W2007215331', 'W2071753279', 'W2150134228', 'W2171604853', 'W109270128', 'W1554815317', 'W2102059629', 'W1675830194', 'W2025046506', 'W2138007542', 'W2084776852', 'W2076627274', 'W2105565758', 'W2010168196', 'W2128597476', 'W2155044423', 'W2102047286', 'W2163582576', 'W2135917978', 'W2062182427', 'W1967034025', 'W2097767628', 'W2145575133', 'W2048831133', 'W2144714494', 'W2102884982', 'W2034115851', 'W2069746517', 'W2066479550', 'W2025093165', 'W2159171327', 'W1971452427', 'W2123772237', 'W2025404099', 'W4213241491', 'W1989164151', 'W2059623065', 'W1996461969', 'W1768274470', 'W2102894828', 'W1990419270', 'W2044904982', 'W2015974087', 'W2414269530', 'W1631449371', 'W1574722884', 'W2100039503', 'W2015680789', 'W2150854253', 'W2019460013', 'W2167009109', 'W2156726032', 'W2133014215', 'W1994596418', 'W2150013759', 'W2049965571', 'W2044185280', 'W1976764293', 'W2129099469', 'W2169896143', 'W2019026667', 'W2041764051', 'W1990591325', 'W1982266611', 'W2116579380', 'W2051328757', 'W2152077161', 'W2131862834', 'W2058705034', 'W2274733072', 'W2011576192', 'W1947391889', 'W1990880194', 'W2125553911', 'W2122367477', 'W1992184028', 'W2081028309', 'W1990743609', 'W2041349540', 'W1980740451', 'W1974747739', 'W2132054205', 'W2175334034', 'W1967640614', 'W2151708616', 'W2096232808', 'W2011445064', 'W2083319499', 'W2139043745', 'W1984541901', 'W2049015255', 'W2097447032', 'W2034810986', 'W1985063935', 'W2072265552', 'W1995499476', 'W2109177895', 'W2061922416', 'W2090863421', 'W1969459168', 'W2037499635', 'W2058139610', 'W2065584680', 'W1572014524', 'W2139270233', 'W1974760224', 'W2034014800', 'W2105723130', 'W1975621622', 'W2049751449', 'W1989054475', 'W2008812172', 'W2154967508', 'W1769569140', 'W1997812904', 'W2114528551', 'W2088215231', 'W1973840148', 'W2125964134', 'W2100221605', 'W2121551386', 'W1990665236', 'W1989715485', 'W1521657513', 'W1887681690', 'W1996539528', 'W1990196985', 'W2103597610', 'W2146026996', 'W2040155058', 'W2108966355', 'W2047761422', 'W2036287488', 'W2144173589', 'W2094646915', 'W2076974856', 'W2138192079', 'W2168346484', 'W1973295687', 'W2110341920', 'W2023002592', 'W2143070168', 'W2050593880', 'W2098161701', 'W2055569470', 'W1600000815', 'W1989215255', 'W2118282149', 'W2090245277', 'W2089454086', 'W2049292984', 'W2117988622', 'W2015856405', 'W2117577488', 'W2166254889', 'W1988749905', 'W2087762539', 'W2154041910', 'W2028945872', 'W2146167376', 'W2072767829', 'W2060580189', 'W2056835799', 'W1963742875', 'W2009996996', 'W1980125855', 'W2122433264', 'W2047351364', 'W2143334477', 'W2165061154', 'W2013714561', 'W2154729178', 'W2128599649', 'W2133526415', 'W1587875569', 'W2031642639', 'W2069453819', 'W2052052041', 'W2083882414', 'W2159231404', 'W1977595953', 'W2132884161']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2152864241,3D is here: Point Cloud Library (PCL),2011,"['Point cloud', 'Computer science', 'Cloud computing', 'Artificial intelligence', 'Robotics', 'Perception', 'Point (geometry)', 'Feature (linguistics)', 'Segmentation', 'Software walkthrough', 'Computer vision', 'Robot', 'Human–computer interaction', 'Software', 'Linguistics', 'Software construction', 'Biology', 'Neuroscience', 'Philosophy', 'Mathematics', 'Software system', 'Geometry', 'Operating system', 'Programming language']","['W6636759986', 'W6679980159', 'W2085261163', 'W2072723786', 'W2160821342', 'W2016505519', 'W6631036470', 'W2047167129', 'W1536852470', 'W1627400044', 'W70651934', 'W2132761823', 'W1520661278']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2068908844,Plasmonic-metal nanostructures for efficient conversion of solar to chemical energy,2011,"['Plasmon', 'Photocatalysis', 'Noble metal', 'Materials science', 'Nanotechnology', 'Nanostructure', 'Semiconductor', 'Energy transformation', 'Solar energy', 'Surface plasmon resonance', 'Metal', 'Optoelectronics', 'Nanoparticle', 'Chemistry', 'Catalysis', 'Physics', 'Metallurgy', 'Ecology', 'Thermodynamics', 'Biochemistry', 'Biology']","['W1979884986', 'W1980495221', 'W2112165279', 'W2078666191', 'W2090399125', 'W2139683943', 'W2045734636', 'W1965232052', 'W1977410566', 'W1555450157', 'W1974600865', 'W1995734581', 'W2139516501', 'W2115797520', 'W1970435434', 'W1987880468', 'W1999169459', 'W2151599528', 'W1980147723', 'W2037719206', 'W2039475059', 'W2042492216', 'W2067529228', 'W4241456496', 'W1971113415', 'W2038192373', 'W2105378649', 'W2090408733', 'W2075042673', 'W2030911848', 'W2022621714', 'W2085086110', 'W2034671395', 'W2167104698', 'W2076330188', 'W2013650605', 'W2011208456', 'W1988147942', 'W2093371233', 'W2314898559', 'W2128433916', 'W1968132694', 'W2017850309', 'W2333708789', 'W2317215572', 'W2080051524', 'W2065876888', 'W2034054062', 'W2033728952', 'W2086696748', 'W2153819845', 'W2023147957', 'W2151833078', 'W2009291900', 'W1999724361', 'W2161561003', 'W2334052068', 'W2006041966', 'W2150630874', 'W1967092145', 'W2151008201', 'W1567409358', 'W2044799797', 'W1991917555', 'W2090776711', 'W1974069169', 'W2105212362', 'W2314438598', 'W2011295917', 'W2159080953', 'W2155444745', 'W1989736393', 'W2030161571', 'W2122855901', 'W2003708270', 'W1969619344', 'W2064417764', 'W2051543820', 'W2046531355', 'W1966162943', 'W2154970807', 'W2134620884', 'W2061801545', 'W2016632908', 'W2057656845', 'W2048807806', 'W1986325765', 'W1977279162', 'W2308907871', 'W1637516743', 'W323936032', 'W2465381514', 'W4285719527', 'W2916844853']",Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
